"","region","watershed","plot","subplot","individual","ramet","dbh","height","family","genus","epithet","code","NewPlotCode","Trat","Number","Trans","Perm"
"2033","Caribe","Bolivar","T1P3",7,"162",1,"2.8","5","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2034","Caribe","Bolivar","T1P3",7,"163",1,"4","6","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2035","Caribe","Bolivar","T1P3",7,"164",1,"14","9","LECYTHIDACEAE","Gustavia","superba","Gustsupe","T1P2","B-T1P2",1,"Medium","High"
"2036","Caribe","Bolivar","T1P3",7,"165",1,"3.1","8","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2037","Caribe","Bolivar","T1P3",7,"167",1,"3.4","6","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2038","Caribe","Bolivar","T1P3",7,"167A",2,"4.1","6","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2039","Caribe","Bolivar","T1P3",7,"168",1,"3.6","4","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2040","Caribe","Bolivar","T1P3",7,"169",1,"3.4","4","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2041","Caribe","Bolivar","T1P3",7,"170",1,"3.9","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2042","Caribe","Bolivar","T1P3",8,"171",1,"3.6","6","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2043","Caribe","Bolivar","T1P3",8,"172",1,"3.1","5","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2044","Caribe","Bolivar","T1P3",8,"173",1,"13.3","8","URTICACEAE","Urticaceae","sp","Urtisp","T1P2","B-T1P2",1,"Medium","High"
"2045","Caribe","Bolivar","T1P3",8,"173A",2,"10.6","7","URTICACEAE","Urticaceae","sp","Urtisp","T1P2","B-T1P2",1,"Medium","High"
"2046","Caribe","Bolivar","T1P3",8,"174",1,"2.9","5","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2047","Caribe","Bolivar","T1P3",8,"175",1,"2.9","4","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2048","Caribe","Bolivar","T1P3",8,"176",1,"3.5","4","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2049","Caribe","Bolivar","T1P3",8,"177",1,"5.3","7","ANACARDIACEAE","Spondias","mombin","Sponmomb","T1P2","B-T1P2",1,"Medium","High"
"2050","Caribe","Bolivar","T1P3",8,"178",1,"8.6","8","URTICACEAE","Urticaceae","sp","Urtisp","T1P2","B-T1P2",1,"Medium","High"
"2051","Caribe","Bolivar","T1P3",8,"179",1,"2.9","4","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2052","Caribe","Bolivar","T1P3",8,"180",1,"8.7","6","URTICACEAE","Urticaceae","sp","Urtisp","T1P2","B-T1P2",1,"Medium","High"
"2053","Caribe","Bolivar","T1P3",8,"181",1,"7.2","6","URTICACEAE","Urticaceae","sp","Urtisp","T1P2","B-T1P2",1,"Medium","High"
"2054","Caribe","Bolivar","T1P3",8,"182",1,"2.8","4","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2055","Caribe","Bolivar","T1P3",8,"183",1,"3.3","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2056","Caribe","Bolivar","T1P3",8,"184",1,"3.5","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2057","Caribe","Bolivar","T1P3",8,"185",1,"4.1","6","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2058","Caribe","Bolivar","T1P3",8,"186",1,"3.6","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2059","Caribe","Bolivar","T1P3",8,"187",1,"3.5","6","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2060","Caribe","Bolivar","T1P3",8,"188",1,"3.4","6","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2061","Caribe","Bolivar","T1P3",8,"189",1,"4.5","9","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2062","Caribe","Bolivar","T1P3",8,"190",1,"3.8","4","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2063","Caribe","Bolivar","T1P3",8,"191",1,"3.4","6","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2064","Caribe","Bolivar","T1P3",8,"192",1,"3.4","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2065","Caribe","Bolivar","T1P3",8,"193",1,"3.5","4","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2066","Caribe","Bolivar","T1P3",8,"194",1,"3.5","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2067","Caribe","Bolivar","T1P3",8,"195",1,"3.9","4","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2068","Caribe","Bolivar","T1P3",8,"196",1,"2.8","3","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2069","Caribe","Bolivar","T1P3",8,"197",1,"4","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2070","Caribe","Bolivar","T1P3",8,"198",1,"3.4","4","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2071","Caribe","Bolivar","T1P3",8,"199",1,"3.5","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2072","Caribe","Bolivar","T1P3",8,"200",1,"3.9","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2073","Caribe","Bolivar","T1P3",8,"201",1,"3.8","5","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2074","Caribe","Bolivar","T1P3",8,"202",1,"4","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2075","Caribe","Bolivar","T1P3",8,"203",1,"4","7","ARECACEAE","Bactris","sp","Bactsp","T1P2","B-T1P2",1,"Medium","High"
"2076","Caribe","Bolivar","T1P3",8,"204",1,"10.2","12","ANNONACEAE","Annona","sp","Annosp","T1P2","B-T1P2",1,"Medium","High"
"2077","Caribe","Bolivar","T1P3",8,"204A",2,"3.3","9","ANNONACEAE","Annona","sp","Annosp","T1P2","B-T1P2",1,"Medium","High"
"2078","Caribe","Bolivar","T1P3",8,"206",1,"5","5","ANACARDIACEAE","Spondias","mombin","Sponmomb","T1P2","B-T1P2",1,"Medium","High"
"2079","Caribe","Bolivar","T1P3",8,"207",1,"58.6","18","ANACARDIACEAE","Anacardium","excelsum","Anacexce","T1P2","B-T1P2",1,"Medium","High"
"2080","Caribe","Bolivar","T1P3",8,"210",1,"4.4","5","FABACEAE","Machaerium","capote","Machcapo","T1P2","B-T1P2",1,"Medium","High"
"2081","Caribe","Bolivar","T1P3",9,"211",1,"10.8","8","LECYTHIDACEAE","Gustavia","superba","Gustsupe","T1P2","B-T1P2",1,"Medium","High"
"2082","Caribe","Bolivar","T1P3",9,"212",1,"8.8","11","FABACEAE","Inga","sp5","Ingasp5","T1P2","B-T1P2",1,"Medium","High"
"2083","Caribe","Bolivar","T1P3",9,"213",1,"3.7","8","SAPOTACEAE","Manilkara","zapota","Manizapo","T1P2","B-T1P2",1,"Medium","High"
"2084","Caribe","Bolivar","T1P3",9,"214",1,"10.9","10","LECYTHIDACEAE","Gustavia","superba","Gustsupe","T1P2","B-T1P2",1,"Medium","High"
"2085","Caribe","Bolivar","T1P3",9,"214A",2,"5.6","8","LECYTHIDACEAE","Gustavia","superba","Gustsupe","T1P2","B-T1P2",1,"Medium","High"
"2086","Caribe","Bolivar","T1P3",9,"215",1,"4.6","8","SAPINDACEAE","Melicoccus","oliviformis","Melioliv","T1P2","B-T1P2",1,"Medium","High"
"2087","Caribe","Bolivar","T1P3",9,"216",1,"4.1","8","CAPPARACEAE","Capparidastrum","frondosum","Cappfron","T1P2","B-T1P2",1,"Medium","High"
"2088","Caribe","Bolivar","T1P3",9,"217",1,"20.1","15","SALICACEAE","Casearia","sylvestris","Casesylv","T1P2","B-T1P2",1,"Medium","High"
"2089","Caribe","Bolivar","T1P3",9,"218",1,"3.4","3","MALVACEAE","Sterculia","apetala","Sterapet","T1P2","B-T1P2",1,"Medium","High"
"2090","Caribe","Bolivar","T1P3",9,"219",1,"8.1","10","MELIACEAE","Trichilia","carinata","Triccari","T1P2","B-T1P2",1,"Medium","High"
"2091","Caribe","Bolivar","T1P3",9,"220",1,"6.3","8","APOCYNACEAE","Aspidosperma","cuspa","Aspicusp","T1P2","B-T1P2",1,"Medium","High"
"2092","Caribe","Bolivar","T1P3",9,"221",1,"15.1","16","ANACARDIACEAE","Astronium","graveolens","Astrgrav","T1P2","B-T1P2",1,"Medium","High"
"2093","Caribe","Bolivar","T1P3",9,"222",1,"6.5","9","CONNARACEAE","Connarus","sp","Connsp","T1P2","B-T1P2",1,"Medium","High"
"2094","Caribe","Bolivar","T1P3",9,"223",1,"10.2","10","MELIACEAE","Trichilia","carinata","Triccari","T1P2","B-T1P2",1,"Medium","High"
"2095","Caribe","Bolivar","T1P3",9,"224",1,"19.7","11","LECYTHIDACEAE","Gustavia","superba","Gustsupe","T1P2","B-T1P2",1,"Medium","High"
"2096","Caribe","Bolivar","T1P3",9,"225",1,"3.8","5","CAPPARACEAE","Capparidastrum","frondosum","Cappfron","T1P2","B-T1P2",1,"Medium","High"
"2097","Caribe","Bolivar","T1P3",9,"226",1,"4.3","5","LECYTHIDACEAE","Gustavia","superba","Gustsupe","T1P2","B-T1P2",1,"Medium","High"
"2098","Caribe","Bolivar","T1P3",10,"227",1,"10.7","9","CAPPARACEAE","Capparidastrum","frondosum","Cappfron","T1P2","B-T1P2",1,"Medium","High"
"2099","Caribe","Bolivar","T1P3",10,"227A",2,"4.7","6","CAPPARACEAE","Capparidastrum","frondosum","Cappfron","T1P2","B-T1P2",1,"Medium","High"
"2100","Caribe","Bolivar","T1P3",10,"228",1,"3.9","5","PRIMULACEAE","Stylogyne","turbacensis","Stylturb","T1P2","B-T1P2",1,"Medium","High"
"2101","Caribe","Bolivar","T1P3",10,"229",1,"3.8","4","MYRTACEAE","Eugenia","oerstediana","Eugeoers","T1P2","B-T1P2",1,"Medium","High"
"2102","Caribe","Bolivar","T1P3",10,"230",1,"5.5","6","SAPINDACEAE","Cupania","americana","Cupaamer","T1P2","B-T1P2",1,"Medium","High"
"2103","Caribe","Bolivar","T1P3",10,"231",1,"20.9","13","SAPINDACEAE","Cupania","americana","Cupaamer","T1P2","B-T1P2",1,"Medium","High"
"2104","Caribe","Bolivar","T1P3",10,"234",1,"6","3","LECYTHIDACEAE","Gustavia","superba","Gustsupe","T1P2","B-T1P2",1,"Medium","High"
"2105","Caribe","Bolivar","T1P3",10,"235",1,"31.4","14","MALVACEAE","Luehea","seemannii","Luehseem","T1P2","B-T1P2",1,"Medium","High"
"2106","Caribe","Bolivar","T1P3",9,"236",1,"3.8","7","SAPINDACEAE","Cupania","americana","Cupaamer","T1P2","B-T1P2",1,"Medium","High"
"2107","Caribe","Bolivar","T2P1",1,"1",1,"4.8","5","SALICACEAE","Casearia","sp1","Casesp1","T2P1","B-T2P1",1,"Low","Low"
"2108","Caribe","Bolivar","T2P1",1,"2",1,"9.9","9","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2109","Caribe","Bolivar","T2P1",1,"3",1,"4.6","5","FABACEAE","Pterocarpus","sp3","Ptersp3","T2P1","B-T2P1",1,"Low","Low"
"2110","Caribe","Bolivar","T2P1",1,"4",1,"17.3","9","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2111","Caribe","Bolivar","T2P1",1,"5",1,"5.1","8","RUTACEAE","Zanthoxylum","sp1","Zantsp1","T2P1","B-T2P1",1,"Low","Low"
"2112","Caribe","Bolivar","T2P1",1,"6",1,"6.3","10","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2113","Caribe","Bolivar","T2P1",1,"7",1,"2.7","8","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2114","Caribe","Bolivar","T2P1",1,"8",1,"3.8","6","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2115","Caribe","Bolivar","T2P1",1,"9",1,"6.8","8","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2116","Caribe","Bolivar","T2P1",1,"9A",2,"5.5","8","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2117","Caribe","Bolivar","T2P1",1,"9B",3,"3.9","3","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2118","Caribe","Bolivar","T2P1",1,"10",1,"3.2","6","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2119","Caribe","Bolivar","T2P1",1,"11",1,"3.7","4","PICRAMNIACEAE","Picramnia","latifolia","Picrlati","T2P1","B-T2P1",1,"Low","Low"
"2120","Caribe","Bolivar","T2P1",1,"11A",2,"3.5","4","PICRAMNIACEAE","Picramnia","sp","Picrsp","T2P1","B-T2P1",1,"Low","Low"
"2121","Caribe","Bolivar","T2P1",1,"11B",3,"3.4","4","PICRAMNIACEAE","Picramnia","sp","Picrsp","T2P1","B-T2P1",1,"Low","Low"
"2122","Caribe","Bolivar","T2P1",1,"12",1,"7.2","7","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2123","Caribe","Bolivar","T2P1",1,"12A",2,"6.7","6","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2124","Caribe","Bolivar","T2P1",1,"13",1,"6","7","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2125","Caribe","Bolivar","T2P1",1,"14",1,"7.8","7","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2126","Caribe","Bolivar","T2P1",1,"15",1,"6.9","6","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2127","Caribe","Bolivar","T2P1",1,"16",1,"5.1","6","FABACEAE","Pterocarpus","acapulcensis","Pteracap","T2P1","B-T2P1",1,"Low","Low"
"2128","Caribe","Bolivar","T2P1",1,"17",1,"8.8","6","FABACEAE","Pseudosamanea","guachapele","Pseuguac","T2P1","B-T2P1",1,"Low","Low"
"2129","Caribe","Bolivar","T2P1",1,"18",1,"2.9","4","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2130","Caribe","Bolivar","T2P1",1,"19",1,"5.8","6","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2131","Caribe","Bolivar","T2P1",1,"20",1,"6","5","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2132","Caribe","Bolivar","T2P1",1,"21",1,"8.4","5","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2133","Caribe","Bolivar","T2P1",1,"21A",2,"5.7","7","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2134","Caribe","Bolivar","T2P1",1,"21B",3,"3.3","5","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2135","Caribe","Bolivar","T2P1",1,"22",1,"3.3","4","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2136","Caribe","Bolivar","T2P1",2,"23",1,"6.2","5","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2137","Caribe","Bolivar","T2P1",2,"23A",2,"4.2","6","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2138","Caribe","Bolivar","T2P1",2,"24",1,"9.5","6","CORDIACEAE","Cordia","alliodora","Cordalli","T2P1","B-T2P1",1,"Low","Low"
"2139","Caribe","Bolivar","T2P1",2,"25",1,"9.6","7","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2140","Caribe","Bolivar","T2P1",2,"26",1,"3.3","7","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2141","Caribe","Bolivar","T2P1",2,"27",1,"4","6","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2142","Caribe","Bolivar","T2P1",2,"28",1,"6.9","6","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2143","Caribe","Bolivar","T2P1",2,"29",1,"8.1","6","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2144","Caribe","Bolivar","T2P1",2,"30",1,"37.6","18","FABACEAE","Albizia","niopoides","Albiniop","T2P1","B-T2P1",1,"Low","Low"
"2145","Caribe","Bolivar","T2P1",2,"31",1,"7.5","8","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2146","Caribe","Bolivar","T2P1",2,"32",1,"4.1","7","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2147","Caribe","Bolivar","T2P1",2,"33",1,"9.3","9","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2148","Caribe","Bolivar","T2P1",2,"34",1,"5.2","7","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2149","Caribe","Bolivar","T2P1",2,"35",1,"5.1","4","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2150","Caribe","Bolivar","T2P1",2,"36",1,"4.9","4","ARECACEAE","Bactris","sp","Bactsp","T2P1","B-T2P1",1,"Low","Low"
"2151","Caribe","Bolivar","T2P1",2,"37",1,"3.4","5","ARECACEAE","Bactris","sp","Bactsp","T2P1","B-T2P1",1,"Low","Low"
"2152","Caribe","Bolivar","T2P1",2,"38",1,"4.1","6","ARECACEAE","Bactris","sp","Bactsp","T2P1","B-T2P1",1,"Low","Low"
"2153","Caribe","Bolivar","T2P1",2,"39",1,"3.3","6","ARECACEAE","Bactris","sp","Bactsp","T2P1","B-T2P1",1,"Low","Low"
"2154","Caribe","Bolivar","T2P1",2,"40",1,"3.1","4","ARECACEAE","Bactris","sp","Bactsp","T2P1","B-T2P1",1,"Low","Low"
"2155","Caribe","Bolivar","T2P1",2,"41",1,"2.7","3","ARECACEAE","Bactris","sp","Bactsp","T2P1","B-T2P1",1,"Low","Low"
"2156","Caribe","Bolivar","T2P1",2,"42",1,"4.1","5","ARECACEAE","Bactris","sp","Bactsp","T2P1","B-T2P1",1,"Low","Low"
"2157","Caribe","Bolivar","T2P1",2,"43",1,"4.6","3","CORDIACEAE","Cordia","bicolor","Cordbico","T2P1","B-T2P1",1,"Low","Low"
"2158","Caribe","Bolivar","T2P1",2,"44",1,"3","3","FABACEAE","Senna","sp2","Sennsp2","T2P1","B-T2P1",1,"Low","Low"
"2159","Caribe","Bolivar","T2P1",2,"45",1,"2.7","5","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2160","Caribe","Bolivar","T2P1",2,"46",1,"3.1","5","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2161","Caribe","Bolivar","T2P1",2,"47",1,"8.7","10","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2162","Caribe","Bolivar","T2P1",2,"48",1,"10.3","8","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2163","Caribe","Bolivar","T2P1",3,"49",1,"11.7","9","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2164","Caribe","Bolivar","T2P1",3,"49A",2,"5.9","6","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2165","Caribe","Bolivar","T2P1",3,"50",1,"5.4","9","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2166","Caribe","Bolivar","T2P1",3,"51",1,"6.3","7","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2167","Caribe","Bolivar","T2P1",3,"51A",2,"3.8","5","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2168","Caribe","Bolivar","T2P1",3,"52",1,"2.8","3","CONNARACEAE","Rourea","glabra","Rourglab","T2P1","B-T2P1",1,"Low","Low"
"2169","Caribe","Bolivar","T2P1",3,"53",1,"7.4","5","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2170","Caribe","Bolivar","T2P1",3,"53A",2,"7.2","6","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2171","Caribe","Bolivar","T2P1",3,"54",1,"7.9","9","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2172","Caribe","Bolivar","T2P1",3,"54A",2,"3.3","5","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2173","Caribe","Bolivar","T2P1",3,"54B",3,"2.9","5","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2174","Caribe","Bolivar","T2P1",3,"55",1,"6.1","6","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2175","Caribe","Bolivar","T2P1",3,"56",1,"6.3","6","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2176","Caribe","Bolivar","T2P1",3,"56A",2,"6.1","5","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2177","Caribe","Bolivar","T2P1",3,"57",1,"3","5","MALPIGHIACEAE","Malpighiaceae","sp1","Malpsp1","T2P1","B-T2P1",1,"Low","Low"
"2178","Caribe","Bolivar","T2P1",3,"58",1,"4.7","5","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2179","Caribe","Bolivar","T2P1",3,"59",1,"53.4","12","MORACEAE","Ficus","insipida","Ficuinsi","T2P1","B-T2P1",1,"Low","Low"
"2180","Caribe","Bolivar","T2P1",3,"60",1,"2.7","5","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2181","Caribe","Bolivar","T2P1",3,"61",1,"6.4","9","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2182","Caribe","Bolivar","T2P1",3,"62",1,"3.9","3","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2183","Caribe","Bolivar","T2P1",3,"63",1,"7.2","9","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2184","Caribe","Bolivar","T2P1",3,"63A",2,"5.2","5","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2185","Caribe","Bolivar","T2P1",3,"64",1,"4","4","CONNARACEAE","Rourea","glabra","Rourglab","T2P1","B-T2P1",1,"Low","Low"
"2186","Caribe","Bolivar","T2P1",3,"65",1,"5.7","6","RUBIACEAE","Chomelia","microloba","Chommicr","T2P1","B-T2P1",1,"Low","Low"
"2187","Caribe","Bolivar","T2P1",3,"67",1,"2.7","6","FABACEAE","Senna","sp2","Sennsp2","T2P1","B-T2P1",1,"Low","Low"
"2188","Caribe","Bolivar","T2P1",4,"68",1,"4.6","5","LECYTHIDACEAE","Gustavia","superba","Gustsupe","T2P1","B-T2P1",1,"Low","Low"
"2189","Caribe","Bolivar","T2P1",4,"69",1,"7.4","8","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2190","Caribe","Bolivar","T2P1",4,"70",1,"3.1","6","BURSERACEAE","Bursera","simaruba","Burssima","T2P1","B-T2P1",1,"Low","Low"
"2191","Caribe","Bolivar","T2P1",4,"71",1,"5.3","7","SAPINDACEAE","Cupania","americana","Cupaamer","T2P1","B-T2P1",1,"Low","Low"
"2192","Caribe","Bolivar","T2P1",4,"72",1,"7.4","10","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2193","Caribe","Bolivar","T2P1",4,"72A",2,"5.5","6","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2194","Caribe","Bolivar","T2P1",4,"73",1,"9.5","9","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2195","Caribe","Bolivar","T2P1",4,"73A",2,"5.8","6","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2196","Caribe","Bolivar","T2P1",4,"74",1,"7.4","7","CORDIACEAE","Cordia","alliodora","Cordalli","T2P1","B-T2P1",1,"Low","Low"
"2197","Caribe","Bolivar","T2P1",4,"75",1,"5.5","4","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2198","Caribe","Bolivar","T2P1",4,"75A",2,"3.4","6","MALVACEAE","Guazuma","ulmifolia","Guazulmi","T2P1","B-T2P1",1,"Low","Low"
"2199","Caribe","Bolivar","T2P1",4,"76",1,"4.5","6","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2200","Caribe","Bolivar","T2P1",4,"77",1,"7.2","8","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2201","Caribe","Bolivar","T2P1",4,"78",1,"2.8","6","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2202","Caribe","Bolivar","T2P1",4,"79",1,"5.4","6","MYRTACEAE","Myrcia","splendens","Myrcsple","T2P1","B-T2P1",1,"Low","Low"
"2203","Caribe","Bolivar","T2P1",4,"80",1,"4.8","3","FABACEAE","Machaerium","sp1","Machsp1","T2P1","B-T2P1",1,"Low","Low"
